datetime,vol,op,comp1p,comp2p,comp3p,hour,day_of_week,month
2023-07-19 10:00:00,51.63,1.835575,1.816833333,1.8455,1.831333333,10,2,7
2023-07-19 11:00:00,59.85,1.821355,1.809,1.824,1.820166667,11,2,7
2023-07-19 12:00:00,26.25,1.87901,1.809333333,1.858,1.885666667,12,2,7
2023-07-19 13:00:00,6.49,1.848189,1.813,1.848,1.868333333,13,2,7
2023-07-19 14:00:00,138.92,1.810966,1.764833333,1.8345,1.813,14,2,7
2023-07-19 15:00:00,65.73,1.826144,1.789833333,1.851,1.841,15,2,7
2023-07-19 16:00:00,44.01,1.808641,1.7755,1.816,1.797166667,16,2,7
2023-07-19 17:00:00,41.04,1.794074,1.760666667,1.8095,1.794,17,2,7
2023-07-19 18:00:00,196.72,1.774594,1.756166667,1.773,1.759,18,2,7
2023-07-19 19:00:00,207.02,1.780376,1.7635,1.787,1.774,19,2,7
2023-07-19 20:00:00,25.0,1.779288,1.764666667,1.787,1.779,20,2,7
2023-07-19 21:00:00,30.32,1.769173,1.740166667,1.743,1.779,21,2,7
2023-07-20 06:00:00,56.95,1.759177,1.769,1.783915254,1.779,6,3,7
2023-07-20 07:00:00,27.19,1.839026,1.829,1.849,1.779,7,3,7
2023-07-20 08:00:00,85.0,1.838986,1.807,1.844,1.783333333,8,3,7
2023-07-20 09:00:00,35.0,1.859018,1.818166667,1.862,1.854,9,3,7
2023-07-20 10:00:00,8.19,1.859732,1.8325,1.8535,1.850166667,10,3,7
2023-07-20 11:00:00,72.12,1.826353,1.809,1.805,1.823,11,3,7
2023-07-20 13:00:00,73.56,1.824568,1.8035,1.829,1.868333333,13,3,7
2023-07-20 14:00:00,161.71,1.809098,1.790333333,1.825,1.819833333,14,3,7
2023-07-20 15:00:00,72.0,1.858959,1.827,1.849,1.851,15,3,7
2023-07-20 16:00:00,153.21,1.840652,1.788166667,1.805,1.779,16,3,7
2023-07-20 17:00:00,45.69,1.798487,1.770666667,1.7975,1.794,17,3,7
2023-07-20 18:00:00,77.74,1.785714,1.768333333,1.7885,1.773,18,3,7
2023-07-20 19:00:00,120.92,1.792973,1.7835,1.807666667,1.794,19,3,7
2023-07-20 20:00:00,69.25,1.804159,1.780333333,1.805,1.796833333,20,3,7
2023-07-20 21:00:00,170.87,1.778852,1.749,1.775,1.789,21,3,7
2023-07-21 06:00:00,58.69,1.768816,1.779,1.810186441,1.789,6,4,7
2023-07-21 07:00:00,41.68,1.84922,1.839,1.859,1.789,7,4,7
2023-07-21 08:00:00,30.53,1.849439,1.8115,1.8545,1.793333333,8,4,7
2023-07-21 09:00:00,50.02,1.858899,1.818166667,1.874,1.864,9,4,7
2023-07-21 10:00:00,167.42,1.857114,1.834666667,1.8655,1.851333333,10,4,7
2023-07-21 11:00:00,44.87,1.798923,1.8025,1.802,1.824833333,11,4,7
2023-07-21 12:00:00,113.78,1.84573,1.824,1.867,1.865666667,12,4,7
2023-07-21 13:00:00,61.99,1.868776,1.838,1.8655,1.863666667,13,4,7
2023-07-21 14:00:00,33.28,1.828911,1.818166667,1.8425,1.839666667,14,4,7
2023-07-21 15:00:00,42.79,1.868717,1.845,1.869,1.873,15,4,7
2023-07-21 18:00:00,47.11,1.822128,1.794,1.822,1.818666667,18,4,7
2023-07-21 19:00:00,74.96,1.809068,1.7935,1.83,1.824,19,4,7
2023-07-21 20:00:00,49.93,1.8159,1.7925,1.82,1.811666667,20,4,7
2023-07-21 21:00:00,54.88,1.77911,1.764333333,1.7875,1.809,21,4,7
2023-07-22 06:00:00,16.86,1.778574,1.7676836155,1.77325,1.809,6,5,7
2023-07-22 07:00:00,88.16,1.858899,1.771033898,1.759,1.809,7,5,7
2023-07-22 08:00:00,52.03,1.858899,1.816,1.799,1.8445,8,5,7
2023-07-22 09:00:00,65.75,1.85878,1.818166667,1.884,1.874,9,5,7
2023-07-22 10:00:00,66.04,1.85881,1.828166667,1.871,1.8525,10,5,7
2023-07-22 12:00:00,98.7,1.868598,1.824,1.868,1.865666667,12,5,7
2023-07-22 13:00:00,70.37,1.866824,1.838,1.869,1.863666667,13,5,7
2023-07-22 14:00:00,180.25,1.812291,1.793666667,1.855,1.832,14,5,7
2023-07-22 15:00:00,66.75,1.859078,1.829833333,1.86,1.857,15,5,7
2023-07-22 16:00:00,122.57,1.849022,1.812333333,1.848,1.841,16,5,7
2023-07-22 17:00:00,11.01,1.828673,1.800666667,1.83,1.834,17,5,7
2023-07-22 18:00:00,72.55,1.824865,1.796166667,1.806,1.796833333,18,5,7
2023-07-22 19:00:00,56.16,1.808919,1.8035,1.817,1.804,19,5,7
2023-07-22 21:00:00,39.13,1.799102,1.765666667,1.7735,1.809,21,5,7
2023-07-23 07:00:00,13.45,1.85878,1.7764858760000002,1.8003177965,1.8073898305,7,6,7
2023-07-23 08:00:00,28.06,1.778931,1.787305085,1.827135593,1.805779661,8,6,7
2023-07-23 09:00:00,84.31,1.794044,1.798166667,1.836,1.834,9,6,7
2023-07-23 10:00:00,60.78,1.834326,1.8125,1.8385,1.830166667,10,6,7
2023-07-23 11:00:00,107.11,1.799042,1.789,1.821,1.8025,11,6,7
2023-07-23 12:00:00,105.48,1.845849,1.815333333,1.865,1.865666667,12,6,7
2023-07-23 14:00:00,113.84,1.84218,1.786,1.838,1.842,14,6,7
2023-07-23 15:00:00,71.33,1.849062,1.819833333,1.8505,1.8625,15,6,7
2023-07-23 16:00:00,159.78,1.841525,1.802333333,1.8415,1.830333333,16,6,7
2023-07-23 17:00:00,53.8,1.818875,1.790666667,1.8285,1.824,17,6,7
2023-07-23 18:00:00,108.96,1.814244,1.794666667,1.814,1.811333333,18,6,7
2023-07-23 19:00:00,16.4,1.829149,1.8035,1.838,1.834,19,6,7
2023-07-23 20:00:00,64.72,1.82903,1.8025,1.8265,1.821333333,20,6,7
2023-07-23 21:00:00,30.5,1.803981,1.776833333,1.7915,1.819,21,6,7
2023-07-24 06:00:00,16.79,1.788808,1.814833333,1.842728814,1.859,6,0,7
2023-07-24 07:00:00,51.06,1.85878,1.849,1.859,1.859,7,0,7
2023-07-24 08:00:00,6.06,1.859613,1.805,1.859,1.850333333,8,0,7
2023-07-24 09:00:00,10.88,1.839621,1.798166667,1.882,1.874,9,0,7
2023-07-24 11:00:00,10.94,1.829506,1.809,1.826,1.820333333,11,0,7
2023-07-24 12:00:00,40.45,1.889482,1.844,1.8845,1.885666667,12,0,7
2023-07-24 13:00:00,50.3,1.888798,1.8525,1.866,1.8705,13,0,7
2023-07-24 14:00:00,111.98,1.848933,1.815833333,1.8505,1.835166667,14,0,7
2023-07-24 15:00:00,57.3,1.87782,1.849833333,1.854,1.871,15,0,7
2023-07-24 16:00:00,108.8,1.822604,1.808333333,1.825,1.798166667,16,0,7
2023-07-24 18:00:00,136.14,1.798828,1.783,1.799,1.784333333,18,0,7
2023-07-24 19:00:00,21.24,1.798566,1.7935,1.817,1.804,19,0,7
2023-07-24 20:00:00,38.48,1.818915,1.796833333,1.818,1.809,20,0,7
2023-07-24 21:00:00,70.87,1.802334,1.784333333,1.787,1.809,21,0,7
2023-07-25 06:00:00,12.73,1.798447,1.819,1.847305085,1.869,6,1,7
2023-07-25 07:00:00,37.46,1.87901,1.859,1.869,1.869,7,1,7
2023-07-25 10:00:00,28.78,1.889125,1.866833333,1.899,1.880166667,10,1,7
2023-07-25 11:00:00,23.85,1.869014,1.850333333,1.872,1.865833333,11,1,7
2023-07-25 13:00:00,30.3,1.878772,1.854666667,1.897,1.902666667,13,1,7
2023-07-25 14:00:00,59.18,1.862469,1.817,1.8795,1.866333333,14,1,7
2023-07-25 15:00:00,93.11,1.868847,1.839,1.8845,1.901,15,1,7
2023-07-25 16:00:00,16.14,1.858661,1.822333333,1.8635,1.843166667,16,1,7
2023-07-25 17:00:00,70.36,1.839086,1.810666667,1.8605,1.834,17,1,7
2023-07-25 18:00:00,205.88,1.825698,1.800333333,1.8125,1.798833333,18,1,7
2023-07-25 19:00:00,101.5,1.813917,1.8035,1.827,1.814,19,1,7
2023-07-25 20:00:00,129.05,1.823056,1.804666667,1.824,1.819,20,1,7
2023-07-25 21:00:00,70.2,1.798804,1.780166667,1.789,1.819,21,1,7
2023-07-26 06:00:00,27.81,1.798804,1.829,1.851881356,1.879,6,2,7
2023-07-26 10:00:00,85.21,1.886537,1.8625,1.8965,1.880166667,10,2,7
2023-07-26 11:00:00,90.04,1.848903,1.836833333,1.8615,1.850333333,11,2,7
2023-07-26 12:00:00,59.81,1.878237,1.864,1.8995,1.905666667,12,2,7
2023-07-26 13:00:00,29.46,1.898883,1.878,1.8965,1.888333333,13,2,7
2023-07-26 16:00:00,93.64,1.835694,1.835666667,1.85,1.834333333,16,2,7
2023-07-26 17:00:00,157.02,1.84907,1.822166667,1.8575,1.844,17,2,7
2023-07-26 18:00:00,134.96,1.848963,1.810833333,1.8325,1.809,18,2,7
2023-07-26 19:00:00,90.28,1.824092,1.8135,1.837,1.824,19,2,7
2023-07-26 20:00:00,49.0,1.838848,1.816833333,1.839,1.829,20,2,7
2023-07-26 21:00:00,14.84,1.824508,1.800166667,1.8215,1.829,21,2,7
2023-07-26 22:00:00,39.76,1.818796,1.799,1.809,1.8639999999999999,22,2,7
2023-07-27 07:00:00,23.76,1.879129,1.884666667,1.889,1.899,7,3,7
2023-07-27 08:00:00,84.61,1.878962,1.8415,1.884,1.8605,8,3,7
2023-07-27 09:00:00,66.02,1.938867,1.848166667,1.928,1.884,9,3,7
2023-07-27 10:00:00,46.6,1.888649,1.864666667,1.915,1.880166667,10,3,7
2023-07-27 12:00:00,21.83,1.85878,1.823,1.895,1.915666667,12,3,7
2023-07-27 13:00:00,110.41,1.858875,1.839,1.883,1.899666667,13,3,7
2023-07-27 14:00:00,107.8,1.849022,1.819666667,1.862,1.841166667,14,3,7
2023-07-27 15:00:00,47.92,1.882302,1.849833333,1.892,1.873,15,3,7
2023-07-27 16:00:00,48.01,1.87901,1.831,1.8575,1.841666667,16,3,7
2023-07-27 17:00:00,66.89,1.848278,1.822166667,1.852,1.854,17,3,7
2023-07-27 18:00:00,125.52,1.848814,1.818333333,1.84,1.834166667,18,3,7
2023-07-27 19:00:00,144.22,1.858685,1.8335,1.844,1.844,19,3,7
2023-07-27 20:00:00,65.34,1.858859,1.823666667,1.8345,1.8435,20,3,7
2023-07-27 21:00:00,116.61,1.818994,1.790166667,1.7975,1.839,21,3,7
2023-07-28 06:00:00,27.79,1.889125,1.842333333,1.861881356,1.899,6,4,7
2023-07-28 07:00:00,5.3,1.888173,1.886833333,1.889,1.899,7,4,7
2023-07-28 08:00:00,28.23,1.889244,1.8515,1.889,1.866,8,4,7
2023-07-28 09:00:00,118.57,1.901001,1.858166667,1.93,1.894,9,4,7
2023-07-28 10:00:00,47.86,1.89924,1.876833333,1.913,1.888,10,4,7
2023-07-28 11:00:00,18.76,1.868836,1.859166667,1.8725,1.870166667,11,4,7
2023-07-28 12:00:00,60.33,1.908958,1.856666667,1.9275,1.935666667,12,4,7
2023-07-28 13:00:00,103.35,1.899062,1.868333333,1.929,1.919666667,13,4,7
2023-07-28 14:00:00,30.22,1.878653,1.842666667,1.8815,1.860833333,14,4,7
2023-07-28 15:00:00,122.95,1.905955,1.869833333,1.919,1.895,15,4,7
2023-07-28 16:00:00,37.51,1.868419,1.859666667,1.8635,1.8715,16,4,7
2023-07-28 17:00:00,85.47,1.888863,1.826666667,1.859,1.884,17,4,7
2023-07-28 18:00:00,23.89,1.838788,1.818333333,1.839,1.844666667,18,4,7
2023-07-28 19:00:00,8.24,1.828316,1.8335,1.854,1.844,19,4,7
2023-07-28 20:00:00,23.82,1.848903,1.834666667,1.8475,1.844666667,20,4,7
2023-07-28 21:00:00,15.22,1.849022,1.810166667,1.823,1.829,21,4,7
2023-07-29 06:00:00,10.94,1.829506,1.8495833335,1.861,1.8639999999999999,6,5,7
2023-07-29 07:00:00,10.53,1.899597,1.889,1.899,1.899,7,5,7
2023-07-29 08:00:00,15.81,1.899002,1.856,1.899,1.890333333,8,5,7
2023-07-29 10:00:00,42.04,1.899062,1.868166667,1.914,1.8925,10,5,7
2023-07-29 11:00:00,124.55,1.850926,1.829,1.8715,1.848166667,11,5,7
2023-07-29 12:00:00,98.35,1.891684,1.855333333,1.897,1.905666667,12,5,7
2023-07-29 13:00:00,63.83,1.899002,1.8735,1.8975,1.900333333,13,5,7
2023-07-29 14:00:00,31.77,1.888887,1.824833333,1.8895,1.872,14,5,7
2023-07-29 15:00:00,77.68,1.892909,1.851166667,1.862,1.894666667,15,5,7
2023-07-29 16:00:00,85.72,1.855448,1.823666667,1.849,1.8415,16,5,7
2023-07-29 18:00:00,14.49,1.828911,1.823,1.825,1.834166667,18,5,7
2023-07-29 19:00:00,120.76,1.849062,1.8335,1.8525,1.844,19,5,7
2023-07-29 20:00:00,130.87,1.8564,1.8325,1.8475,1.849,20,5,7
2023-07-29 21:00:00,69.68,1.839026,1.809,1.829,1.849,21,5,7
2023-07-30 08:00:00,56.88,1.864195,1.839677966,1.877644068,1.853067797,8,6,7
2023-07-30 09:00:00,25.16,1.889006,1.848166667,1.873,1.884,9,6,7
2023-07-30 10:00:00,100.3,1.87907,1.842666667,1.8675,1.869166667,10,6,7
2023-07-30 11:00:00,38.94,1.818915,1.809,1.832,1.823666667,11,6,7
2023-07-30 13:00:00,47.35,1.889066,1.864666667,1.899,1.872666667,13,6,7
2023-07-30 14:00:00,16.23,1.849141,1.814333333,1.8705,1.843,14,6,7
2023-07-30 15:00:00,88.16,1.886596,1.849833333,1.869,1.877,15,6,7
2023-07-30 16:00:00,18.42,1.868895,1.832333333,1.861,1.855,16,6,7
2023-07-30 18:00:00,53.8,1.849082,1.818333333,1.8465,1.836,18,6,7
2023-07-30 19:00:00,72.06,1.859316,1.8335,1.857,1.844,19,6,7
2023-07-30 20:00:00,64.59,1.858899,1.8325,1.8465,1.849,20,6,7
2023-07-30 21:00:00,76.83,1.818915,1.809,1.822,1.849,21,6,7
2023-07-31 06:00:00,33.61,1.818737,1.855666667,1.866457627,1.899,6,0,7
2023-07-31 07:00:00,52.14,1.898824,1.889,1.899,1.899,7,0,7
2023-07-31 08:00:00,27.38,1.898764,1.845,1.899,1.868333333,8,0,7
2023-07-31 09:00:00,13.77,1.889125,1.838166667,1.9515,1.874,9,0,7
2023-07-31 10:00:00,63.69,1.879089,1.854666667,1.9175,1.870166667,10,0,7
2023-07-31 11:00:00,5.32,1.878891,1.839,1.864,1.851333333,11,0,7
2023-07-31 12:00:00,37.03,1.919113,1.874,1.9205,1.915666667,12,0,7
2023-07-31 14:00:00,51.23,1.880581,1.846166667,1.9025,1.883,14,0,7
2023-07-31 15:00:00,80.66,1.911527,1.877833333,1.907,1.911,15,0,7
2023-07-31 16:00:00,28.12,1.894778,1.846666667,1.8625,1.838333333,16,0,7
2023-07-31 17:00:00,11.94,1.859732,1.830666667,1.8575,1.854,17,0,7
2023-07-31 18:00:00,111.2,1.845571,1.828333333,1.8435,1.830333333,18,0,7
2023-07-31 19:00:00,102.11,1.865603,1.8435,1.858,1.844,19,0,7
2023-07-31 20:00:00,64.88,1.848963,1.8315,1.855,1.849,20,0,7
2023-07-31 21:00:00,164.28,1.838937,1.799,1.8155,1.849,21,0,7
2023-08-01 06:00:00,37.86,1.8088,1.849,1.876457627,1.899,6,1,8
2023-08-01 08:00:00,25.66,1.899002,1.856,1.904,1.873,8,1,8
2023-08-01 09:00:00,33.4,1.904298,1.858166667,1.915,1.894,9,1,8
2023-08-01 10:00:00,43.29,1.898883,1.876833333,1.909,1.893833333,10,1,8
2023-08-01 12:00:00,87.89,1.899042,1.895333333,1.924,1.935666667,12,1,8
2023-08-01 14:00:00,64.08,1.849181,1.825,1.844,1.8465,14,1,8
2023-08-01 15:00:00,52.25,1.889006,1.849833333,1.879,1.877,15,1,8
2023-08-01 16:00:00,112.98,1.84569,1.838666667,1.839,1.835666667,16,1,8
2023-08-01 17:00:00,177.55,1.841421,1.820666667,1.8495,1.844,17,1,8
2023-08-01 18:00:00,85.86,1.835813,1.818333333,1.832,1.823,18,1,8
2023-08-01 19:00:00,50.27,1.858899,1.8335,1.857,1.844,19,1,8
2023-08-01 20:00:00,188.87,1.857193,1.8325,1.859,1.849,20,1,8
2023-08-01 21:00:00,82.77,1.818915,1.809,1.8355,1.849,21,1,8
2023-08-02 07:00:00,15.8,1.898645,1.889,1.909,1.899,7,2,8
2023-08-02 09:00:00,141.49,1.90165,1.858166667,1.947,1.904,9,2,8
2023-08-02 10:00:00,96.58,1.898764,1.870333333,1.9315,1.870666667,10,2,8
2023-08-02 11:00:00,16.25,1.849022,1.836833333,1.8655,1.841333333,11,2,8
2023-08-02 12:00:00,45.92,1.885634,1.855333333,1.899,1.895666667,12,2,8
2023-08-02 13:00:00,138.45,1.893379,1.8715,1.899,1.883333333,13,2,8
2023-08-02 14:00:00,26.92,1.85878,1.836166667,1.8895,1.855333333,14,2,8
2023-08-02 15:00:00,121.2,1.893925,1.869,1.889,1.893,15,2,8
2023-08-02 16:00:00,81.99,1.885476,1.843666667,1.8625,1.845666667,16,2,8
2023-08-02 17:00:00,197.54,1.862945,1.822166667,1.8605,1.844,17,2,8
2023-08-02 18:00:00,73.88,1.832743,1.818333333,1.8355,1.823,18,2,8
2023-08-02 19:00:00,141.86,1.846999,1.8335,1.867,1.844,19,2,8
2023-08-02 20:00:00,61.87,1.85878,1.834666667,1.8645,1.849,20,2,8
2023-08-03 06:00:00,29.8,1.828911,1.849,1.881881356,1.899,6,3,8
2023-08-03 08:00:00,37.92,1.898883,1.8725,1.904,1.8895,8,3,8
2023-08-03 09:00:00,13.45,1.929585,1.888166667,1.93,1.924,9,3,8
2023-08-03 11:00:00,188.23,1.885714,1.870166667,1.8815,1.878,11,3,8
2023-08-03 12:00:00,39.66,1.938867,1.886666667,1.932,1.935666667,12,3,8
2023-08-03 13:00:00,5.19,1.928276,1.893,1.921,1.919,13,3,8
2023-08-03 14:00:00,138.7,1.882818,1.839666667,1.8785,1.861166667,14,3,8
2023-08-03 15:00:00,176.0,1.898913,1.859,1.918,1.895,15,3,8
2023-08-03 17:00:00,43.71,1.853901,1.830666667,1.8675,1.854,17,3,8
2023-08-03 18:00:00,89.92,1.836289,1.826166667,1.834,1.827666667,18,3,8
2023-08-03 19:00:00,65.95,1.852473,1.8335,1.852666667,1.844,19,3,8
2023-08-03 20:00:00,55.11,1.852632,1.834666667,1.846833333,1.849,20,3,8
2023-08-03 21:00:00,85.82,1.82903,1.816666667,1.825833333,1.849,21,3,8
2023-08-04 06:00:00,36.9,1.84565,1.852333333,1.882728814,1.889,6,4,8
2023-08-04 07:00:00,73.69,1.87898,1.876833333,1.899,1.889,7,4,8
2023-08-04 08:00:00,73.52,1.879169,1.859166667,1.886,1.8615,8,4,8
2023-08-04 09:00:00,5.3,1.897217,1.859333333,1.91,1.894,9,4,8
2023-08-04 10:00:00,15.8,1.898645,1.876833333,1.902,1.885166667,10,4,8
2023-08-04 11:00:00,114.04,1.892378,1.866833333,1.875,1.871333333,11,4,8
2023-08-04 12:00:00,52.39,1.938927,1.885333333,1.914,1.925666667,12,4,8
2023-08-04 13:00:00,61.67,1.922485,1.887,1.908,1.913,13,4,8
2023-08-04 14:00:00,69.2,1.879308,1.835166667,1.898,1.883,14,4,8
2023-08-04 15:00:00,75.71,1.898794,1.859833333,1.906,1.911,15,4,8
2023-08-04 16:00:00,51.85,1.882421,1.842333333,1.8785,1.848166667,16,4,8
2023-08-04 17:00:00,35.09,1.853782,1.822166667,1.8675,1.854,17,4,8
2023-08-04 18:00:00,102.34,1.831688,1.818333333,1.8475,1.831,18,4,8
2023-08-04 19:00:00,26.9,1.859256,1.8335,1.857,1.844,19,4,8
2023-08-04 20:00:00,29.59,1.85878,1.8325,1.856,1.849,20,4,8
2023-08-04 21:00:00,89.16,1.818518,1.806666667,1.82,1.849,21,4,8
2023-08-05 06:00:00,38.32,1.818796,1.8417316385,1.8595000000000002,1.869,6,5,8
2023-08-05 07:00:00,116.81,1.87074,1.87679661,1.899,1.889,7,5,8
2023-08-05 08:00:00,55.47,1.87907,1.869,1.892,1.880166667,8,5,8
2023-08-05 09:00:00,81.96,1.909444,1.898166667,1.92,1.934,9,5,8
2023-08-05 10:00:00,98.94,1.93252,1.894833333,1.914,1.9125,10,5,8
2023-08-05 11:00:00,24.21,1.879129,1.860166667,1.874,1.870333333,11,5,8
2023-08-05 12:00:00,71.64,1.91233,1.859333333,1.9005,1.915666667,12,5,8
2023-08-05 13:00:00,128.65,1.896473,1.8735,1.892,1.904833333,13,5,8
2023-08-05 14:00:00,30.96,1.839086,1.824833333,1.8835,1.872,14,5,8
2023-08-05 15:00:00,47.44,1.898804,1.851833333,1.8905,1.891,15,5,8
2023-08-05 16:00:00,59.48,1.899319,1.818,1.824,1.837,16,5,8
2023-08-05 17:00:00,46.41,1.898526,1.820666667,1.841,1.844,17,5,8
2023-08-05 18:00:00,26.01,1.898645,1.818,1.839,1.836,18,5,8
2023-08-05 19:00:00,59.69,1.868816,1.8335,1.877,1.844,19,5,8
2023-08-05 20:00:00,45.58,1.848903,1.8325,1.855,1.849,20,5,8
2023-08-05 21:00:00,16.42,1.823259,1.800166667,1.809,1.849,21,5,8
2023-08-06 07:00:00,10.12,1.87901,1.81875,1.8424999999999998,1.8615,7,6,8
2023-08-06 09:00:00,62.77,1.85874,1.837333333,1.876,1.874,9,6,8
2023-08-06 10:00:00,102.52,1.878931,1.848,1.878,1.864666667,10,6,8
2023-08-06 11:00:00,53.84,1.849082,1.839,1.8485,1.850166667,11,6,8
2023-08-06 12:00:00,29.15,1.888887,1.848,1.895,1.915666667,12,6,8
2023-08-06 13:00:00,52.7,1.888857,1.869,1.8975,1.904833333,13,6,8
2023-08-06 14:00:00,68.1,1.869054,1.816,1.895,1.872,14,6,8
2023-08-06 15:00:00,48.16,1.883473,1.849833333,1.885,1.8925,15,6,8
2023-08-06 16:00:00,32.7,1.869133,1.832333333,1.874,1.860333333,16,6,8
2023-08-06 17:00:00,26.75,1.869252,1.820666667,1.8495,1.854,17,6,8
2023-08-06 18:00:00,9.9,1.849855,1.818333333,1.8435,1.834166667,18,6,8
2023-08-06 19:00:00,39.86,1.859018,1.8335,1.867,1.844,19,6,8
2023-08-06 20:00:00,29.04,1.859137,1.8325,1.8615,1.849,20,6,8
2023-08-06 21:00:00,10.81,1.849379,1.806666667,1.8195,1.849,21,6,8
2023-08-07 08:00:00,56.95,1.879129,1.869,1.889,1.880166667,8,0,8
2023-08-07 09:00:00,5.61,1.938748,1.898166667,1.907,1.934,9,0,8
2023-08-07 10:00:00,88.75,1.938986,1.872666667,1.899,1.907333333,10,0,8
2023-08-07 11:00:00,114.27,1.873953,1.859,1.8805,1.870166667,11,0,8
2023-08-07 12:00:00,32.49,1.938986,1.859333333,1.927,1.935666667,12,0,8
2023-08-07 13:00:00,7.99,1.898883,1.8715,1.905,1.921,13,0,8
2023-08-07 14:00:00,97.72,1.883949,1.859,1.901,1.885166667,14,0,8
2023-08-07 15:00:00,50.45,1.89571,1.895833333,1.912,1.921,15,0,8
2023-08-07 16:00:00,67.89,1.889006,1.854666667,1.8455,1.8415,16,0,8
2023-08-07 17:00:00,29.88,1.83861,1.822166667,1.851,1.844,17,0,8
2023-08-07 18:00:00,5.44,1.848427,1.810833333,1.817,1.809,18,0,8
2023-08-07 19:00:00,16.32,1.838907,1.8135,1.837,1.824,19,0,8
2023-08-07 20:00:00,64.94,1.838848,1.816833333,1.833,1.829,20,0,8
2023-08-07 21:00:00,68.28,1.809246,1.797833333,1.805,1.829,21,0,8
2023-08-07 22:00:00,41.62,1.808919,1.789,1.799,1.854,22,0,8
2023-08-08 06:00:00,14.4,1.808919,1.835666667,1.857305085,1.879,6,1,8
2023-08-08 07:00:00,13.49,1.878891,1.869,1.879,1.879,7,1,8
2023-08-08 09:00:00,33.45,1.908879,1.868166667,1.908,1.904,9,1,8
2023-08-08 10:00:00,76.7,1.888728,1.875,1.896,1.8825,10,1,8
2023-08-08 11:00:00,49.96,1.869074,1.8425,1.873,1.859166667,11,1,8
2023-08-08 14:00:00,50.22,1.908601,1.845833333,1.887,1.879666667,14,1,8
2023-08-08 15:00:00,39.24,1.913996,1.875,1.894,1.911,15,1,8
2023-08-08 17:00:00,55.42,1.839145,1.810666667,1.8375,1.834,17,1,8
2023-08-08 18:00:00,132.32,1.808879,1.808333333,1.821,1.816333333,18,1,8
2023-08-08 19:00:00,89.54,1.848824,1.8235,1.847,1.834,19,1,8
2023-08-08 20:00:00,55.82,1.838967,1.815833333,1.8475,1.8335,20,1,8
2023-08-08 21:00:00,78.02,1.809098,1.796666667,1.8065,1.829,21,1,8
2023-08-09 08:00:00,26.61,1.879129,1.869,1.879,1.881333333,8,2,8
2023-08-09 09:00:00,48.32,1.909058,1.898166667,1.934,1.934,9,2,8
2023-08-09 10:00:00,6.74,1.923933,1.901833333,1.925,1.898666667,10,2,8
2023-08-09 11:00:00,65.67,1.898824,1.860333333,1.869,1.854833333,11,2,8
2023-08-09 12:00:00,48.03,1.908879,1.865333333,1.9085,1.905666667,12,2,8
2023-08-09 13:00:00,27.74,1.908879,1.883666667,1.909,1.901833333,13,2,8
2023-08-09 14:00:00,25.58,1.898883,1.856166667,1.893,1.875333333,14,2,8
2023-08-09 15:00:00,43.76,1.928752,1.887833333,1.919,1.913,15,2,8
2023-08-09 16:00:00,49.74,1.909117,1.853,1.877,1.836333333,16,2,8
2023-08-09 17:00:00,27.04,1.849141,1.803666667,1.855,1.834,17,2,8
2023-08-09 18:00:00,161.39,1.818885,1.798333333,1.8185,1.804333333,18,2,8
2023-08-09 19:00:00,27.04,1.849141,1.8135,1.837,1.824,19,2,8
2023-08-09 20:00:00,10.99,1.828792,1.814666667,1.834,1.826833333,20,2,8
2023-08-09 21:00:00,48.12,1.828911,1.781333333,1.789,1.819,21,2,8
2023-08-10 07:00:00,66.66,1.878832,1.884666667,1.899,1.899,7,3,8
2023-08-10 08:00:00,57.48,1.879189,1.869,1.885,1.881333333,8,3,8
2023-08-10 10:00:00,59.33,1.928831,1.893,1.9075,1.915333333,10,3,8
2023-08-10 12:00:00,90.26,1.894004,1.866666667,1.925,1.925666667,12,3,8
2023-08-10 13:00:00,58.18,1.908701,1.867666667,1.915,1.909666667,13,3,8
2023-08-10 14:00:00,5.35,1.8683,1.814833333,1.895,1.863,14,3,8
2023-08-10 15:00:00,101.75,1.874607,1.839833333,1.91,1.891,15,3,8
2023-08-10 16:00:00,79.23,1.865523,1.822333333,1.87,1.832333333,16,3,8
2023-08-10 17:00:00,97.41,1.816327,1.810666667,1.8425,1.834,17,3,8
2023-08-10 18:00:00,99.01,1.839074,1.808333333,1.826,1.823,18,3,8
2023-08-10 19:00:00,54.68,1.828911,1.8235,1.857,1.834,19,3,8
2023-08-10 20:00:00,25.35,1.839145,1.829,1.8555,1.839,20,3,8
2023-08-10 21:00:00,77.56,1.838867,1.800333333,1.8155,1.839,21,3,8
2023-08-11 06:00:00,21.35,1.838669,1.835666667,1.855610169,1.889,6,4,8
2023-08-11 07:00:00,21.44,1.889601,1.869,1.899,1.889,7,4,8
2023-08-11 08:00:00,137.96,1.888917,1.8625,1.892,1.861333333,8,4,8
2023-08-11 09:00:00,112.52,1.914948,1.859333333,1.9155,1.894,9,4,8
2023-08-11 10:00:00,49.75,1.898645,1.873833333,1.897,1.881333333,10,4,8
2023-08-11 11:00:00,18.53,1.888649,1.852666667,1.856,1.868,11,4,8
2023-08-11 12:00:00,29.77,1.882421,1.844,1.886,1.925666667,12,4,8
2023-08-11 13:00:00,20.8,1.888768,1.8635,1.889,1.908333333,13,4,8
2023-08-11 14:00:00,70.09,1.874072,1.830333333,1.892,1.859666667,14,4,8
